"","x01","x18l","x18r","x19","x36l","x36r","sum_dep","y01","y18l","y18r","y19","y36l","y36r","sum_arr","sum_per60","dep_prop_01","dep_prop_36l","dep_prop_36r","dep_prop_19","dep_prop_18r","dep_prop_18l","arr_prop_01","arr_prop_36l","arr_prop_36r","arr_prop_19","arr_prop_18r","arr_prop_18l"
"136",12,0,0,0,13,18,43,18,0,0,0,12,10,40,83,0.144578313253012,0.156626506024096,0.216867469879518,0,0,0,0.216867469879518,0.144578313253012,0.120481927710843,0,0,0
"137",16,0,0,0,5,23,44,20,0,0,0,18,9,47,91,0.175824175824176,0.0549450549450549,0.252747252747253,0,0,0,0.21978021978022,0.197802197802198,0.0989010989010989,0,0,0
"138",15,0,0,0,11,19,45,16,0,0,0,17,14,47,92,0.16304347826087,0.119565217391304,0.206521739130435,0,0,0,0.173913043478261,0.184782608695652,0.152173913043478,0,0,0
"139",12,0,0,0,10,16,38,20,0,0,0,19,14,53,91,0.131868131868132,0.10989010989011,0.175824175824176,0,0,0,0.21978021978022,0.208791208791209,0.153846153846154,0,0,0
"140",10,0,0,0,10,24,44,17,0,0,0,18,9,44,88,0.113636363636364,0.113636363636364,0.272727272727273,0,0,0,0.193181818181818,0.204545454545455,0.102272727272727,0,0,0
"141",15,0,0,0,17,24,56,17,0,0,0,16,7,40,96,0.15625,0.177083333333333,0.25,0,0,0,0.177083333333333,0.166666666666667,0.0729166666666667,0,0,0
"142",5,0,0,0,8,15,28,17,0,0,0,18,11,46,74,0.0675675675675676,0.108108108108108,0.202702702702703,0,0,0,0.22972972972973,0.243243243243243,0.148648648648649,0,0,0
"143",14,0,0,0,7,4,25,18,0,0,0,15,16,49,74,0.189189189189189,0.0945945945945946,0.0540540540540541,0,0,0,0.243243243243243,0.202702702702703,0.216216216216216,0,0,0
"144",10,0,0,0,4,0,14,7,0,0,0,17,21,45,59,0.169491525423729,0.0677966101694915,0,0,0,0,0.11864406779661,0.288135593220339,0.355932203389831,0,0,0
"145",5,2,0,0,1,0,8,0,0,0,0,28,27,55,63,0.0793650793650794,0.0158730158730159,0,0,0,0.0317460317460317,0,0.444444444444444,0.428571428571429,0,0,0
"146",1,0,0,0,3,5,9,0,0,0,0,9,13,22,31,0.032258064516129,0.0967741935483871,0.161290322580645,0,0,0,0,0.290322580645161,0.419354838709677,0,0,0
"147",0,0,0,0,1,5,6,0,0,0,0,4,6,10,16,0,0.0625,0.3125,0,0,0,0,0.25,0.375,0,0,0
"148",0,0,0,0,0,2,2,0,0,0,0,0,1,1,3,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0
"149",0,0,0,0,0,1,1,0,0,0,0,1,5,6,7,0,0,0.142857142857143,0,0,0,0,0.142857142857143,0.714285714285714,0,0,0
"150",0,0,0,0,0,3,3,0,0,0,0,0,7,7,10,0,0,0.3,0,0,0,0,0,0.7,0,0,0
"151",6,0,0,0,5,6,17,0,0,0,0,1,7,8,25,0.24,0.2,0.24,0,0,0,0,0.04,0.28,0,0,0
"152",9,0,0,0,11,24,44,1,0,0,0,3,2,6,50,0.18,0.22,0.48,0,0,0,0.02,0.06,0.04,0,0,0
"153",8,0,0,0,13,25,46,5,0,0,0,3,1,9,55,0.145454545454545,0.236363636363636,0.454545454545455,0,0,0,0.0909090909090909,0.0545454545454545,0.0181818181818182,0,0,0
"154",8,0,0,0,11,23,42,8,0,0,0,15,9,32,74,0.108108108108108,0.148648648648649,0.310810810810811,0,0,0,0.108108108108108,0.202702702702703,0.121621621621622,0,0,0
"155",6,0,0,0,9,23,38,12,0,0,0,17,8,37,75,0.08,0.12,0.306666666666667,0,0,0,0.16,0.226666666666667,0.106666666666667,0,0,0
"156",8,0,0,0,7,26,41,21,0,0,0,19,2,42,83,0.0963855421686747,0.0843373493975904,0.313253012048193,0,0,0,0.253012048192771,0.228915662650602,0.0240963855421687,0,0,0
"157",10,0,0,0,17,5,32,21,0,0,0,16,4,41,73,0.136986301369863,0.232876712328767,0.0684931506849315,0,0,0,0.287671232876712,0.219178082191781,0.0547945205479452,0,0,0
"158",12,0,0,0,10,24,46,19,0,0,0,6,11,36,82,0.146341463414634,0.121951219512195,0.292682926829268,0,0,0,0.231707317073171,0.0731707317073171,0.134146341463415,0,0,0
"159",17,0,0,0,13,28,58,18,0,0,0,12,4,34,92,0.184782608695652,0.141304347826087,0.304347826086957,0,0,0,0.195652173913043,0.130434782608696,0.0434782608695652,0,0,0
"160",18,0,0,0,8,34,60,18,0,0,0,25,0,43,103,0.174757281553398,0.0776699029126214,0.330097087378641,0,0,0,0.174757281553398,0.242718446601942,0,0,0,0
"161",13,0,0,0,9,24,46,20,0,0,0,19,7,46,92,0.141304347826087,0.0978260869565217,0.260869565217391,0,0,0,0.217391304347826,0.206521739130435,0.0760869565217391,0,0,0
"162",14,0,0,0,12,26,52,19,0,0,0,17,5,41,93,0.150537634408602,0.129032258064516,0.279569892473118,0,0,0,0.204301075268817,0.182795698924731,0.0537634408602151,0,0,0
"163",11,0,0,0,13,16,40,18,0,0,0,16,15,49,89,0.123595505617978,0.146067415730337,0.179775280898876,0,0,0,0.202247191011236,0.179775280898876,0.168539325842697,0,0,0
"164",13,0,0,0,11,25,49,19,0,0,0,20,8,47,96,0.135416666666667,0.114583333333333,0.260416666666667,0,0,0,0.197916666666667,0.208333333333333,0.0833333333333333,0,0,0
"165",10,0,0,0,10,21,41,16,0,0,0,11,8,35,76,0.131578947368421,0.131578947368421,0.276315789473684,0,0,0,0.210526315789474,0.144736842105263,0.105263157894737,0,0,0
"166",8,0,0,0,4,20,32,18,0,0,0,16,9,43,75,0.106666666666667,0.0533333333333333,0.266666666666667,0,0,0,0.24,0.213333333333333,0.12,0,0,0
"167",2,0,0,0,8,11,21,11,0,0,0,22,19,52,73,0.0273972602739726,0.10958904109589,0.150684931506849,0,0,0,0.150684931506849,0.301369863013699,0.26027397260274,0,0,0
"168",0,2,0,0,1,0,3,12,0,5,4,11,0,32,35,0,0.0285714285714286,0,0,0,0.0571428571428571,0.342857142857143,0.314285714285714,0,0.114285714285714,0.142857142857143,0
"169",0,11,1,0,0,0,12,0,18,8,25,0,0,51,63,0,0,0,0,0.0158730158730159,0.174603174603175,0,0,0,0.396825396825397,0.126984126984127,0.285714285714286
"170",0,23,0,0,0,0,23,0,1,22,18,0,0,41,64,0,0,0,0,0,0.359375,0,0,0,0.28125,0.34375,0.015625
"171",0,13,0,0,0,2,15,0,0,13,6,0,1,20,35,0,0,0.0571428571428571,0,0,0.371428571428571,0,0,0.0285714285714286,0.171428571428571,0.371428571428571,0
"172",0,0,0,0,2,6,8,0,0,0,0,3,4,7,15,0,0.133333333333333,0.4,0,0,0,0,0.2,0.266666666666667,0,0,0
"173",0,0,0,0,0,1,1,0,0,0,0,0,7,7,8,0,0,0.125,0,0,0,0,0,0.875,0,0,0
"174",0,0,0,0,1,1,2,0,0,0,0,6,0,6,8,0,0.125,0.125,0,0,0,0,0.75,0,0,0,0
"175",0,0,0,0,2,1,3,0,0,0,0,2,6,8,11,0,0.181818181818182,0.0909090909090909,0,0,0,0,0.181818181818182,0.545454545454545,0,0,0
"176",9,0,0,0,10,17,36,1,0,0,0,2,1,4,40,0.225,0.25,0.425,0,0,0,0.025,0.05,0.025,0,0,0
"177",16,0,0,0,8,29,53,7,0,0,0,5,1,13,66,0.242424242424242,0.121212121212121,0.439393939393939,0,0,0,0.106060606060606,0.0757575757575758,0.0151515151515152,0,0,0
"178",16,0,0,0,13,28,57,12,0,0,0,13,2,27,84,0.19047619047619,0.154761904761905,0.333333333333333,0,0,0,0.142857142857143,0.154761904761905,0.0238095238095238,0,0,0
"179",11,0,0,0,12,27,50,24,0,0,0,20,6,50,100,0.11,0.12,0.27,0,0,0,0.24,0.2,0.06,0,0,0
"180",16,0,0,0,18,35,69,19,0,0,0,18,1,38,107,0.149532710280374,0.168224299065421,0.327102803738318,0,0,0,0.177570093457944,0.168224299065421,0.00934579439252336,0,0,0
"181",15,0,0,0,13,26,54,18,0,0,0,13,6,37,91,0.164835164835165,0.142857142857143,0.285714285714286,0,0,0,0.197802197802198,0.142857142857143,0.0659340659340659,0,0,0
"182",15,0,0,0,12,23,50,18,0,0,0,14,8,40,90,0.166666666666667,0.133333333333333,0.255555555555556,0,0,0,0.2,0.155555555555556,0.0888888888888889,0,0,0
"183",15,0,0,0,10,21,46,14,0,0,0,15,9,38,84,0.178571428571429,0.119047619047619,0.25,0,0,0,0.166666666666667,0.178571428571429,0.107142857142857,0,0,0
"184",9,0,0,0,10,13,32,21,0,0,0,15,16,52,84,0.107142857142857,0.119047619047619,0.154761904761905,0,0,0,0.25,0.178571428571429,0.19047619047619,0,0,0
"185",11,0,0,0,14,21,46,21,0,0,0,18,10,49,95,0.115789473684211,0.147368421052632,0.221052631578947,0,0,0,0.221052631578947,0.189473684210526,0.105263157894737,0,0,0
"186",12,0,0,0,9,18,39,19,0,0,0,20,10,49,88,0.136363636363636,0.102272727272727,0.204545454545455,0,0,0,0.215909090909091,0.227272727272727,0.113636363636364,0,0,0
"187",11,0,0,0,9,28,48,22,0,0,0,23,4,49,97,0.11340206185567,0.0927835051546392,0.288659793814433,0,0,0,0.22680412371134,0.237113402061856,0.0412371134020619,0,0,0
"188",11,0,0,0,9,21,41,22,0,0,0,24,9,55,96,0.114583333333333,0.09375,0.21875,0,0,0,0.229166666666667,0.25,0.09375,0,0,0
"189",14,0,0,0,9,29,52,19,0,0,0,21,1,41,93,0.150537634408602,0.0967741935483871,0.311827956989247,0,0,0,0.204301075268817,0.225806451612903,0.010752688172043,0,0,0
"190",10,0,0,0,20,25,55,19,0,0,0,11,7,37,92,0.108695652173913,0.217391304347826,0.271739130434783,0,0,0,0.206521739130435,0.119565217391304,0.0760869565217391,0,0,0
"191",5,0,0,0,8,13,26,21,0,0,0,23,11,55,81,0.0617283950617284,0.0987654320987654,0.160493827160494,0,0,0,0.259259259259259,0.283950617283951,0.135802469135802,0,0,0
"192",5,2,0,0,3,3,13,11,0,0,0,12,16,39,52,0.0961538461538462,0.0576923076923077,0.0576923076923077,0,0,0.0384615384615385,0.211538461538462,0.230769230769231,0.307692307692308,0,0,0
"193",4,0,0,0,2,0,6,0,0,0,0,26,28,54,60,0.0666666666666667,0.0333333333333333,0,0,0,0,0,0.433333333333333,0.466666666666667,0,0,0
"194",0,0,0,0,5,4,9,0,0,0,0,18,18,36,45,0,0.111111111111111,0.0888888888888889,0,0,0,0,0.4,0.4,0,0,0
"195",0,0,0,0,15,0,15,0,0,0,0,7,0,7,22,0,0.681818181818182,0,0,0,0,0,0.318181818181818,0,0,0,0
"196",0,0,0,0,2,0,2,0,0,0,0,4,0,4,6,0,0.333333333333333,0,0,0,0,0,0.666666666666667,0,0,0,0
"197",0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0
"198",0,0,0,0,1,0,1,0,0,0,0,8,0,8,9,0,0.111111111111111,0,0,0,0,0,0.888888888888889,0,0,0,0
"199",4,0,0,0,9,9,22,1,0,0,0,6,2,9,31,0.129032258064516,0.290322580645161,0.290322580645161,0,0,0,0.032258064516129,0.193548387096774,0.0645161290322581,0,0,0
"200",15,0,0,0,15,30,60,0,0,0,0,5,1,6,66,0.227272727272727,0.227272727272727,0.454545454545455,0,0,0,0,0.0757575757575758,0.0151515151515152,0,0,0
"201",19,0,0,0,25,27,71,6,0,0,0,5,0,11,82,0.231707317073171,0.304878048780488,0.329268292682927,0,0,0,0.0731707317073171,0.0609756097560976,0,0,0,0
"202",14,0,0,0,18,24,56,13,0,0,0,12,7,32,88,0.159090909090909,0.204545454545455,0.272727272727273,0,0,0,0.147727272727273,0.136363636363636,0.0795454545454545,0,0,0
"203",4,0,0,0,9,14,27,17,0,0,0,12,13,42,69,0.0579710144927536,0.130434782608696,0.202898550724638,0,0,0,0.246376811594203,0.173913043478261,0.188405797101449,0,0,0
"204",17,0,0,0,7,15,39,18,0,0,0,12,13,43,82,0.207317073170732,0.0853658536585366,0.182926829268293,0,0,0,0.219512195121951,0.146341463414634,0.158536585365854,0,0,0
"205",13,0,0,0,8,26,47,16,0,0,0,16,7,39,86,0.151162790697674,0.0930232558139535,0.302325581395349,0,0,0,0.186046511627907,0.186046511627907,0.0813953488372093,0,0,0
"206",16,0,0,0,18,14,48,14,0,0,0,16,14,44,92,0.173913043478261,0.195652173913043,0.152173913043478,0,0,0,0.152173913043478,0.173913043478261,0.152173913043478,0,0,0
"207",18,0,0,0,9,22,49,18,0,0,0,14,8,40,89,0.202247191011236,0.101123595505618,0.247191011235955,0,0,0,0.202247191011236,0.157303370786517,0.0898876404494382,0,0,0
"208",13,0,0,0,11,15,39,19,0,0,0,17,15,51,90,0.144444444444444,0.122222222222222,0.166666666666667,0,0,0,0.211111111111111,0.188888888888889,0.166666666666667,0,0,0
"209",19,0,0,0,11,17,47,19,0,0,0,18,15,52,99,0.191919191919192,0.111111111111111,0.171717171717172,0,0,0,0.191919191919192,0.181818181818182,0.151515151515152,0,0,0
"210",18,0,0,0,11,18,47,17,0,0,0,15,13,45,92,0.195652173913043,0.119565217391304,0.195652173913043,0,0,0,0.184782608695652,0.16304347826087,0.141304347826087,0,0,0
"211",9,0,0,0,8,19,36,23,0,0,0,19,13,55,91,0.0989010989010989,0.0879120879120879,0.208791208791209,0,0,0,0.252747252747253,0.208791208791209,0.142857142857143,0,0,0
"212",10,0,0,0,9,21,40,22,0,0,0,19,12,53,93,0.10752688172043,0.0967741935483871,0.225806451612903,0,0,0,0.236559139784946,0.204301075268817,0.129032258064516,0,0,0
"213",15,0,0,0,11,29,55,18,0,0,0,17,5,40,95,0.157894736842105,0.115789473684211,0.305263157894737,0,0,0,0.189473684210526,0.178947368421053,0.0526315789473684,0,0,0
"214",5,0,0,0,14,20,39,17,0,0,0,14,8,39,78,0.0641025641025641,0.179487179487179,0.256410256410256,0,0,0,0.217948717948718,0.179487179487179,0.102564102564103,0,0,0
"215",6,0,0,0,10,12,28,22,0,0,0,19,15,56,84,0.0714285714285714,0.119047619047619,0.142857142857143,0,0,0,0.261904761904762,0.226190476190476,0.178571428571429,0,0,0
"216",6,0,0,0,1,3,10,9,0,0,0,17,22,48,58,0.103448275862069,0.0172413793103448,0.0517241379310345,0,0,0,0.155172413793103,0.293103448275862,0.379310344827586,0,0,0
"217",2,0,0,0,3,4,9,0,0,0,0,24,23,47,56,0.0357142857142857,0.0535714285714286,0.0714285714285714,0,0,0,0,0.428571428571429,0.410714285714286,0,0,0
"218",0,0,0,0,1,6,7,0,0,0,0,8,8,16,23,0,0.0434782608695652,0.260869565217391,0,0,0,0,0.347826086956522,0.347826086956522,0,0,0
"219",0,0,0,0,0,8,8,0,0,0,0,3,8,11,19,0,0,0.421052631578947,0,0,0,0,0.157894736842105,0.421052631578947,0,0,0
"220",0,0,0,0,1,1,2,0,0,0,0,2,6,8,10,0,0.1,0.1,0,0,0,0,0.2,0.6,0,0,0
"221",0,4,0,0,0,0,4,0,4,0,0,0,0,4,8,0,0,0,0,0,0.5,0,0,0,0,0,0.5
"222",0,0,0,0,0,2,2,0,6,1,0,0,3,10,12,0,0,0.166666666666667,0,0,0,0,0,0.25,0,0.0833333333333333,0.5
"223",6,0,0,0,8,13,27,1,0,0,0,1,7,9,36,0.166666666666667,0.222222222222222,0.361111111111111,0,0,0,0.0277777777777778,0.0277777777777778,0.194444444444444,0,0,0
"224",16,0,0,0,14,32,62,4,0,0,0,2,0,6,68,0.235294117647059,0.205882352941176,0.470588235294118,0,0,0,0.0588235294117647,0.0294117647058824,0,0,0,0
"225",18,0,0,0,26,30,74,8,0,0,0,5,0,13,87,0.206896551724138,0.298850574712644,0.344827586206897,0,0,0,0.0919540229885057,0.0574712643678161,0,0,0,0
"226",13,0,0,0,13,25,51,14,0,0,0,12,4,30,81,0.160493827160494,0.160493827160494,0.308641975308642,0,0,0,0.172839506172839,0.148148148148148,0.0493827160493827,0,0,0
"227",11,0,0,0,9,15,35,19,0,0,0,16,14,49,84,0.130952380952381,0.107142857142857,0.178571428571429,0,0,0,0.226190476190476,0.19047619047619,0.166666666666667,0,0,0
"228",11,0,0,0,8,13,32,22,0,0,0,19,17,58,90,0.122222222222222,0.0888888888888889,0.144444444444444,0,0,0,0.244444444444444,0.211111111111111,0.188888888888889,0,0,0
"229",18,0,0,0,9,27,54,18,0,0,0,18,6,42,96,0.1875,0.09375,0.28125,0,0,0,0.1875,0.1875,0.0625,0,0,0
"230",16,0,0,0,16,24,56,17,0,0,0,13,9,39,95,0.168421052631579,0.168421052631579,0.252631578947368,0,0,0,0.178947368421053,0.136842105263158,0.0947368421052632,0,0,0
"231",16,0,0,0,10,23,49,19,0,0,0,15,7,41,90,0.177777777777778,0.111111111111111,0.255555555555556,0,0,0,0.211111111111111,0.166666666666667,0.0777777777777778,0,0,0
"232",7,0,0,0,11,16,34,17,0,0,0,14,14,45,79,0.0886075949367089,0.139240506329114,0.20253164556962,0,0,0,0.215189873417722,0.177215189873418,0.177215189873418,0,0,0
"233",17,0,0,0,10,19,46,21,0,0,0,19,12,52,98,0.173469387755102,0.102040816326531,0.193877551020408,0,0,0,0.214285714285714,0.193877551020408,0.122448979591837,0,0,0
"234",18,0,0,0,12,20,50,18,0,0,0,17,10,45,95,0.189473684210526,0.126315789473684,0.210526315789474,0,0,0,0.189473684210526,0.178947368421053,0.105263157894737,0,0,0
"235",15,0,0,0,9,14,38,17,0,0,0,15,17,49,87,0.172413793103448,0.103448275862069,0.160919540229885,0,0,0,0.195402298850575,0.172413793103448,0.195402298850575,0,0,0
"236",15,0,0,0,7,28,50,15,0,0,0,17,7,39,89,0.168539325842697,0.0786516853932584,0.314606741573034,0,0,0,0.168539325842697,0.191011235955056,0.0786516853932584,0,0,0
"237",14,0,0,0,13,19,46,16,0,0,0,15,11,42,88,0.159090909090909,0.147727272727273,0.215909090909091,0,0,0,0.181818181818182,0.170454545454545,0.125,0,0,0
"238",6,0,0,0,11,16,33,14,0,0,0,12,13,39,72,0.0833333333333333,0.152777777777778,0.222222222222222,0,0,0,0.194444444444444,0.166666666666667,0.180555555555556,0,0,0
"239",8,0,0,0,9,6,23,19,0,0,0,21,21,61,84,0.0952380952380952,0.107142857142857,0.0714285714285714,0,0,0,0.226190476190476,0.25,0.25,0,0,0
"240",10,0,0,0,1,0,11,9,0,0,0,17,22,48,59,0.169491525423729,0.0169491525423729,0,0,0,0,0.152542372881356,0.288135593220339,0.372881355932203,0,0,0
"241",5,0,0,0,1,1,7,0,0,0,0,23,23,46,53,0.0943396226415094,0.0188679245283019,0.0188679245283019,0,0,0,0,0.433962264150943,0.433962264150943,0,0,0
"242",0,0,0,0,0,9,9,0,0,0,0,10,10,20,29,0,0,0.310344827586207,0,0,0,0,0.344827586206897,0.344827586206897,0,0,0
"243",0,0,0,0,1,7,8,0,0,0,0,0,2,2,10,0,0.1,0.7,0,0,0,0,0,0.2,0,0,0
"244",0,1,0,0,0,2,3,0,0,0,0,0,2,2,5,0,0,0.4,0,0,0.2,0,0,0.4,0,0,0
"245",0,1,0,0,0,0,1,0,8,0,0,0,0,8,9,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0.888888888888889
"246",0,2,0,0,0,0,2,0,7,0,0,0,0,7,9,0,0,0,0,0,0.222222222222222,0,0,0,0,0,0.777777777777778
"247",5,0,0,0,4,13,22,1,1,0,0,0,11,13,35,0.142857142857143,0.114285714285714,0.371428571428571,0,0,0,0.0285714285714286,0,0.314285714285714,0,0,0.0285714285714286
"248",13,0,0,0,19,26,58,3,0,0,0,4,0,7,65,0.2,0.292307692307692,0.4,0,0,0,0.0461538461538462,0.0615384615384615,0,0,0,0
"249",18,0,0,0,27,26,71,7,0,0,0,3,2,12,83,0.216867469879518,0.325301204819277,0.313253012048193,0,0,0,0.0843373493975904,0.036144578313253,0.0240963855421687,0,0,0
"250",17,0,0,0,21,22,60,10,0,0,0,11,9,30,90,0.188888888888889,0.233333333333333,0.244444444444444,0,0,0,0.111111111111111,0.122222222222222,0.1,0,0,0
"251",7,0,0,0,8,15,30,21,0,0,0,18,14,53,83,0.0843373493975904,0.0963855421686747,0.180722891566265,0,0,0,0.253012048192771,0.216867469879518,0.168674698795181,0,0,0
"252",12,0,0,0,7,26,45,20,0,0,0,21,4,45,90,0.133333333333333,0.0777777777777778,0.288888888888889,0,0,0,0.222222222222222,0.233333333333333,0.0444444444444444,0,0,0
"253",11,0,0,0,10,19,40,16,0,0,0,19,9,44,84,0.130952380952381,0.119047619047619,0.226190476190476,0,0,0,0.19047619047619,0.226190476190476,0.107142857142857,0,0,0
"254",13,0,0,0,14,19,46,14,0,0,0,13,11,38,84,0.154761904761905,0.166666666666667,0.226190476190476,0,0,0,0.166666666666667,0.154761904761905,0.130952380952381,0,0,0
"255",13,0,0,0,9,23,45,17,0,0,0,17,10,44,89,0.146067415730337,0.101123595505618,0.258426966292135,0,0,0,0.191011235955056,0.191011235955056,0.112359550561798,0,0,0
"256",11,0,0,0,8,23,42,16,0,0,0,20,9,45,87,0.126436781609195,0.0919540229885057,0.264367816091954,0,0,0,0.183908045977011,0.229885057471264,0.103448275862069,0,0,0
"257",14,0,0,0,11,17,42,20,0,0,0,21,13,54,96,0.145833333333333,0.114583333333333,0.177083333333333,0,0,0,0.208333333333333,0.21875,0.135416666666667,0,0,0
"258",20,0,0,0,11,24,55,16,0,0,0,18,9,43,98,0.204081632653061,0.112244897959184,0.244897959183673,0,0,0,0.163265306122449,0.183673469387755,0.0918367346938776,0,0,0
"259",12,0,0,0,9,23,44,19,0,0,0,16,9,44,88,0.136363636363636,0.102272727272727,0.261363636363636,0,0,0,0.215909090909091,0.181818181818182,0.102272727272727,0,0,0
"260",10,0,0,0,9,23,42,19,0,0,0,16,8,43,85,0.117647058823529,0.105882352941176,0.270588235294118,0,0,0,0.223529411764706,0.188235294117647,0.0941176470588235,0,0,0
"261",14,0,0,0,14,23,51,14,0,0,0,16,10,40,91,0.153846153846154,0.153846153846154,0.252747252747253,0,0,0,0.153846153846154,0.175824175824176,0.10989010989011,0,0,0
"262",1,0,0,0,10,16,27,19,0,0,0,15,11,45,72,0.0138888888888889,0.138888888888889,0.222222222222222,0,0,0,0.263888888888889,0.208333333333333,0.152777777777778,0,0,0
"263",5,0,0,0,8,10,23,19,0,0,0,19,18,56,79,0.0632911392405063,0.10126582278481,0.126582278481013,0,0,0,0.240506329113924,0.240506329113924,0.227848101265823,0,0,0
"264",6,0,0,0,1,4,11,11,0,0,0,19,18,48,59,0.101694915254237,0.0169491525423729,0.0677966101694915,0,0,0,0.186440677966102,0.322033898305085,0.305084745762712,0,0,0
"265",10,0,0,0,2,0,12,0,0,0,0,25,27,52,64,0.15625,0.03125,0,0,0,0,0,0.390625,0.421875,0,0,0
"266",0,0,0,0,3,5,8,0,0,0,0,3,8,11,19,0,0.157894736842105,0.263157894736842,0,0,0,0,0.157894736842105,0.421052631578947,0,0,0
"267",0,0,0,0,1,4,5,0,0,0,0,4,1,5,10,0,0.1,0.4,0,0,0,0,0.4,0.1,0,0,0
"268",0,0,0,0,0,2,2,0,0,0,0,0,1,1,3,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0
"269",0,4,0,0,0,0,4,0,9,0,0,0,0,9,13,0,0,0,0,0,0.307692307692308,0,0,0,0,0,0.692307692307692
"270",0,3,0,0,0,0,3,0,4,0,0,0,0,4,7,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0.571428571428571
