"","x01","x18l","x18r","x19","x36l","x36r","sum_dep","y01","y18l","y18r","y19","y36l","y36r","sum_arr","sum_per60","dep_prop_01","dep_prop_36l","dep_prop_36r","dep_prop_19","dep_prop_18r","dep_prop_18l","arr_prop_01","arr_prop_36l","arr_prop_36r","arr_prop_19","arr_prop_18r","arr_prop_18l"
"271",6,0,0,0,6,10,22,1,8,0,0,2,0,11,33,0.181818181818182,0.181818181818182,0.303030303030303,0,0,0,0.0303030303030303,0.0606060606060606,0,0,0,0.242424242424242
"272",17,0,0,0,16,31,64,2,0,0,0,3,0,5,69,0.246376811594203,0.231884057971014,0.449275362318841,0,0,0,0.0289855072463768,0.0434782608695652,0,0,0,0
"273",19,0,0,0,21,35,75,8,0,0,0,6,0,14,89,0.213483146067416,0.235955056179775,0.393258426966292,0,0,0,0.0898876404494382,0.0674157303370786,0,0,0,0
"274",16,0,0,0,18,24,58,13,0,0,0,14,6,33,91,0.175824175824176,0.197802197802198,0.263736263736264,0,0,0,0.142857142857143,0.153846153846154,0.0659340659340659,0,0,0
"275",5,0,0,0,8,19,32,20,0,0,0,16,12,48,80,0.0625,0.1,0.2375,0,0,0,0.25,0.2,0.15,0,0,0
"276",16,0,0,0,7,21,44,18,0,0,0,16,11,45,89,0.179775280898876,0.0786516853932584,0.235955056179775,0,0,0,0.202247191011236,0.179775280898876,0.123595505617978,0,0,0
"277",13,0,0,0,12,21,46,17,0,0,0,14,9,40,86,0.151162790697674,0.13953488372093,0.244186046511628,0,0,0,0.197674418604651,0.162790697674419,0.104651162790698,0,0,0
"278",13,0,0,0,12,22,47,19,0,0,0,15,7,41,88,0.147727272727273,0.136363636363636,0.25,0,0,0,0.215909090909091,0.170454545454545,0.0795454545454545,0,0,0
"279",17,0,0,0,7,20,44,15,0,0,0,16,13,44,88,0.193181818181818,0.0795454545454545,0.227272727272727,0,0,0,0.170454545454545,0.181818181818182,0.147727272727273,0,0,0
"280",9,0,0,0,9,18,36,20,0,0,0,19,10,49,85,0.105882352941176,0.105882352941176,0.211764705882353,0,0,0,0.235294117647059,0.223529411764706,0.117647058823529,0,0,0
"281",15,0,0,0,10,15,40,20,0,0,0,16,15,51,91,0.164835164835165,0.10989010989011,0.164835164835165,0,0,0,0.21978021978022,0.175824175824176,0.164835164835165,0,0,0
"282",15,0,0,0,11,21,47,16,0,0,0,18,8,42,89,0.168539325842697,0.123595505617978,0.235955056179775,0,0,0,0.179775280898876,0.202247191011236,0.0898876404494382,0,0,0
"283",13,0,0,0,10,25,48,24,0,0,0,20,8,52,100,0.13,0.1,0.25,0,0,0,0.24,0.2,0.08,0,0,0
"284",11,0,0,0,9,21,41,15,0,0,0,12,12,39,80,0.1375,0.1125,0.2625,0,0,0,0.1875,0.15,0.15,0,0,0
"285",16,0,0,0,12,24,52,19,0,0,0,16,8,43,95,0.168421052631579,0.126315789473684,0.252631578947368,0,0,0,0.2,0.168421052631579,0.0842105263157895,0,0,0
"286",3,0,0,0,10,16,29,22,0,0,0,13,10,45,74,0.0405405405405405,0.135135135135135,0.216216216216216,0,0,0,0.297297297297297,0.175675675675676,0.135135135135135,0,0,0
"287",2,0,0,0,8,13,23,20,0,0,0,19,14,53,76,0.0263157894736842,0.105263157894737,0.171052631578947,0,0,0,0.263157894736842,0.25,0.184210526315789,0,0,0
"288",6,0,0,0,0,5,11,10,0,0,0,14,19,43,54,0.111111111111111,0,0.0925925925925926,0,0,0,0.185185185185185,0.259259259259259,0.351851851851852,0,0,0
"289",2,0,0,0,1,4,7,0,0,0,0,23,21,44,51,0.0392156862745098,0.0196078431372549,0.0784313725490196,0,0,0,0,0.450980392156863,0.411764705882353,0,0,0
"290",0,0,0,0,1,6,7,0,0,0,0,2,10,12,19,0,0.0526315789473684,0.315789473684211,0,0,0,0,0.105263157894737,0.526315789473684,0,0,0
"291",0,0,0,0,3,5,8,0,0,0,0,0,5,5,13,0,0.230769230769231,0.384615384615385,0,0,0,0,0,0.384615384615385,0,0,0
"292",0,0,0,0,2,1,3,0,0,0,0,0,5,5,8,0,0.25,0.125,0,0,0,0,0,0.625,0,0,0
"293",0,0,0,0,0,3,3,0,0,0,0,2,3,5,8,0,0,0.375,0,0,0,0,0.25,0.375,0,0,0
"294",0,2,0,0,0,0,2,0,2,0,0,0,4,6,8,0,0,0,0,0,0.25,0,0,0.5,0,0,0.25
"295",2,6,0,1,2,0,11,0,11,0,3,0,0,14,25,0.08,0.08,0,0.04,0,0.24,0,0,0,0.12,0,0.44
"296",15,0,0,0,24,32,71,1,0,0,0,4,0,5,76,0.197368421052632,0.315789473684211,0.421052631578947,0,0,0,0.0131578947368421,0.0526315789473684,0,0,0,0
"297",21,0,0,0,25,27,73,10,0,0,0,7,0,17,90,0.233333333333333,0.277777777777778,0.3,0,0,0,0.111111111111111,0.0777777777777778,0,0,0,0
"298",14,0,0,0,16,24,54,15,0,0,0,9,8,32,86,0.162790697674419,0.186046511627907,0.27906976744186,0,0,0,0.174418604651163,0.104651162790698,0.0930232558139535,0,0,0
"299",6,0,0,0,9,14,29,22,0,0,0,13,14,49,78,0.0769230769230769,0.115384615384615,0.179487179487179,0,0,0,0.282051282051282,0.166666666666667,0.179487179487179,0,0,0
"300",14,0,0,0,9,23,46,20,0,0,0,21,8,49,95,0.147368421052632,0.0947368421052632,0.242105263157895,0,0,0,0.210526315789474,0.221052631578947,0.0842105263157895,0,0,0
"301",13,0,0,0,13,21,47,19,0,0,0,16,11,46,93,0.139784946236559,0.139784946236559,0.225806451612903,0,0,0,0.204301075268817,0.172043010752688,0.118279569892473,0,0,0
"302",16,0,0,0,14,24,54,15,0,0,0,13,8,36,90,0.177777777777778,0.155555555555556,0.266666666666667,0,0,0,0.166666666666667,0.144444444444444,0.0888888888888889,0,0,0
"303",14,0,0,0,6,21,41,19,0,0,0,14,10,43,84,0.166666666666667,0.0714285714285714,0.25,0,0,0,0.226190476190476,0.166666666666667,0.119047619047619,0,0,0
"304",13,0,0,0,10,14,37,18,0,0,0,17,17,52,89,0.146067415730337,0.112359550561798,0.157303370786517,0,0,0,0.202247191011236,0.191011235955056,0.191011235955056,0,0,0
"305",16,0,0,0,8,22,46,21,0,0,0,19,8,48,94,0.170212765957447,0.0851063829787234,0.234042553191489,0,0,0,0.223404255319149,0.202127659574468,0.0851063829787234,0,0,0
"306",13,0,0,0,11,23,47,14,0,0,0,16,6,36,83,0.156626506024096,0.132530120481928,0.27710843373494,0,0,0,0.168674698795181,0.192771084337349,0.072289156626506,0,0,0
"307",7,0,0,0,5,20,32,26,0,0,0,21,6,53,85,0.0823529411764706,0.0588235294117647,0.235294117647059,0,0,0,0.305882352941176,0.247058823529412,0.0705882352941176,0,0,0
"308",13,0,0,0,12,23,48,20,0,0,0,22,3,45,93,0.139784946236559,0.129032258064516,0.247311827956989,0,0,0,0.21505376344086,0.236559139784946,0.032258064516129,0,0,0
"309",14,0,0,0,16,16,46,17,0,0,0,13,9,39,85,0.164705882352941,0.188235294117647,0.188235294117647,0,0,0,0.2,0.152941176470588,0.105882352941176,0,0,0
"310",3,0,0,0,11,18,32,19,0,0,0,15,9,43,75,0.04,0.146666666666667,0.24,0,0,0,0.253333333333333,0.2,0.12,0,0,0
"311",4,0,0,0,4,12,20,22,0,0,0,19,15,56,76,0.0526315789473684,0.0526315789473684,0.157894736842105,0,0,0,0.289473684210526,0.25,0.197368421052632,0,0,0
"312",6,0,0,0,1,4,11,8,0,0,0,21,17,46,57,0.105263157894737,0.0175438596491228,0.0701754385964912,0,0,0,0.140350877192982,0.368421052631579,0.298245614035088,0,0,0
"313",4,0,0,0,2,4,10,0,0,0,0,18,23,41,51,0.0784313725490196,0.0392156862745098,0.0784313725490196,0,0,0,0,0.352941176470588,0.450980392156863,0,0,0
"314",0,0,0,0,1,5,6,0,0,0,0,5,6,11,17,0,0.0588235294117647,0.294117647058824,0,0,0,0,0.294117647058824,0.352941176470588,0,0,0
"315",0,0,0,0,3,7,10,0,0,0,0,2,4,6,16,0,0.1875,0.4375,0,0,0,0,0.125,0.25,0,0,0
"316",0,0,0,0,0,3,3,0,0,0,0,0,2,2,5,0,0,0.6,0,0,0,0,0,0.4,0,0,0
"317",0,0,0,0,2,2,4,0,0,0,0,2,4,6,10,0,0.2,0.2,0,0,0,0,0.2,0.4,0,0,0
"318",0,0,0,0,2,3,5,0,0,0,0,1,7,8,13,0,0.153846153846154,0.230769230769231,0,0,0,0,0.0769230769230769,0.538461538461538,0,0,0
"319",0,3,2,2,2,1,10,0,0,0,1,1,8,10,20,0,0.1,0.05,0.1,0.1,0.15,0,0.05,0.4,0.05,0,0
"320",0,24,9,13,0,0,46,0,1,0,11,0,0,12,58,0,0,0,0.224137931034483,0.155172413793103,0.413793103448276,0,0,0,0.189655172413793,0,0.0172413793103448
"321",8,17,8,7,7,9,56,4,1,0,4,2,0,11,67,0.119402985074627,0.104477611940299,0.134328358208955,0.104477611940299,0.119402985074627,0.253731343283582,0.0597014925373134,0.0298507462686567,0,0.0597014925373134,0,0.0149253731343284
"322",17,0,0,0,17,28,62,17,0,0,0,14,4,35,97,0.175257731958763,0.175257731958763,0.288659793814433,0,0,0,0.175257731958763,0.144329896907216,0.0412371134020619,0,0,0
"323",13,0,0,0,15,23,51,19,0,0,0,17,8,44,95,0.136842105263158,0.157894736842105,0.242105263157895,0,0,0,0.2,0.178947368421053,0.0842105263157895,0,0,0
"324",14,0,0,0,11,26,51,15,0,0,0,17,2,34,85,0.164705882352941,0.129411764705882,0.305882352941176,0,0,0,0.176470588235294,0.2,0.0235294117647059,0,0,0
"325",8,0,0,0,11,22,41,18,0,0,0,17,6,41,82,0.0975609756097561,0.134146341463415,0.268292682926829,0,0,0,0.219512195121951,0.207317073170732,0.0731707317073171,0,0,0
"326",11,0,0,0,13,22,46,18,0,0,0,14,10,42,88,0.125,0.147727272727273,0.25,0,0,0,0.204545454545455,0.159090909090909,0.113636363636364,0,0,0
"327",12,0,0,0,6,24,42,19,0,0,0,17,7,43,85,0.141176470588235,0.0705882352941176,0.282352941176471,0,0,0,0.223529411764706,0.2,0.0823529411764706,0,0,0
"328",12,0,0,0,13,17,42,20,0,0,0,15,14,49,91,0.131868131868132,0.142857142857143,0.186813186813187,0,0,0,0.21978021978022,0.164835164835165,0.153846153846154,0,0,0
"329",16,0,0,0,9,18,43,18,0,0,0,20,11,49,92,0.173913043478261,0.0978260869565217,0.195652173913043,0,0,0,0.195652173913043,0.217391304347826,0.119565217391304,0,0,0
"330",13,0,0,0,11,17,41,17,0,0,0,15,9,41,82,0.158536585365854,0.134146341463415,0.207317073170732,0,0,0,0.207317073170732,0.182926829268293,0.109756097560976,0,0,0
"331",7,0,0,0,6,19,32,19,0,0,0,14,11,44,76,0.0921052631578947,0.0789473684210526,0.25,0,0,0,0.25,0.184210526315789,0.144736842105263,0,0,0
"332",9,0,0,0,5,22,36,14,0,0,0,17,10,41,77,0.116883116883117,0.0649350649350649,0.285714285714286,0,0,0,0.181818181818182,0.220779220779221,0.12987012987013,0,0,0
"333",13,0,0,0,10,16,39,16,0,0,0,16,10,42,81,0.160493827160494,0.123456790123457,0.197530864197531,0,0,0,0.197530864197531,0.197530864197531,0.123456790123457,0,0,0
"334",3,0,0,0,10,20,33,14,0,0,0,10,8,32,65,0.0461538461538462,0.153846153846154,0.307692307692308,0,0,0,0.215384615384615,0.153846153846154,0.123076923076923,0,0,0
"335",4,0,0,0,4,8,16,14,0,0,0,18,16,48,64,0.0625,0.0625,0.125,0,0,0,0.21875,0.28125,0.25,0,0,0
"336",4,0,0,0,1,2,7,6,0,0,0,19,17,42,49,0.0816326530612245,0.0204081632653061,0.0408163265306122,0,0,0,0.122448979591837,0.387755102040816,0.346938775510204,0,0,0
"337",3,0,0,0,1,5,9,0,0,0,0,15,18,33,42,0.0714285714285714,0.0238095238095238,0.119047619047619,0,0,0,0,0.357142857142857,0.428571428571429,0,0,0
"338",0,0,0,0,0,9,9,0,0,0,0,0,8,8,17,0,0,0.529411764705882,0,0,0,0,0,0.470588235294118,0,0,0
"339",0,0,0,0,0,8,8,0,0,0,0,0,2,2,10,0,0,0.8,0,0,0,0,0,0.2,0,0,0
"340",0,0,0,0,0,2,2,0,0,0,0,0,3,3,5,0,0,0.4,0,0,0,0,0,0.6,0,0,0
"341",0,0,0,0,0,2,2,0,0,0,0,0,6,6,8,0,0,0.25,0,0,0,0,0,0.75,0,0,0
"342",0,0,0,0,0,4,4,0,0,0,0,0,12,12,16,0,0,0.25,0,0,0,0,0,0.75,0,0,0
"343",4,0,0,0,3,5,12,1,0,0,0,0,6,7,19,0.210526315789474,0.157894736842105,0.263157894736842,0,0,0,0.0526315789473684,0,0.315789473684211,0,0,0
"344",19,0,0,0,21,25,65,3,0,0,0,5,0,8,73,0.26027397260274,0.287671232876712,0.342465753424658,0,0,0,0.0410958904109589,0.0684931506849315,0,0,0,0
"345",15,0,0,0,26,30,71,9,0,0,0,4,0,13,84,0.178571428571429,0.30952380952381,0.357142857142857,0,0,0,0.107142857142857,0.0476190476190476,0,0,0,0
"346",12,0,0,0,18,28,58,12,0,0,0,14,4,30,88,0.136363636363636,0.204545454545455,0.318181818181818,0,0,0,0.136363636363636,0.159090909090909,0.0454545454545455,0,0,0
"347",3,0,0,0,10,17,30,23,0,0,0,15,11,49,79,0.0379746835443038,0.126582278481013,0.215189873417722,0,0,0,0.291139240506329,0.189873417721519,0.139240506329114,0,0,0
"348",15,0,0,0,7,21,43,18,0,0,0,18,9,45,88,0.170454545454545,0.0795454545454545,0.238636363636364,0,0,0,0.204545454545455,0.204545454545455,0.102272727272727,0,0,0
"349",13,0,0,0,9,22,44,20,0,0,0,20,7,47,91,0.142857142857143,0.0989010989010989,0.241758241758242,0,0,0,0.21978021978022,0.21978021978022,0.0769230769230769,0,0,0
"350",12,0,0,0,14,27,53,19,0,0,0,15,4,38,91,0.131868131868132,0.153846153846154,0.296703296703297,0,0,0,0.208791208791209,0.164835164835165,0.043956043956044,0,0,0
"351",12,0,0,0,10,22,44,19,0,0,0,16,8,43,87,0.137931034482759,0.114942528735632,0.252873563218391,0,0,0,0.218390804597701,0.183908045977011,0.0919540229885057,0,0,0
"352",12,0,0,0,12,19,43,19,0,0,0,14,8,41,84,0.142857142857143,0.142857142857143,0.226190476190476,0,0,0,0.226190476190476,0.166666666666667,0.0952380952380952,0,0,0
"353",11,0,0,0,6,18,35,21,0,0,0,19,12,52,87,0.126436781609195,0.0689655172413793,0.206896551724138,0,0,0,0.241379310344828,0.218390804597701,0.137931034482759,0,0,0
"354",17,0,0,0,11,25,53,17,0,0,0,19,9,45,98,0.173469387755102,0.112244897959184,0.255102040816327,0,0,0,0.173469387755102,0.193877551020408,0.0918367346938776,0,0,0
"355",7,0,0,0,6,21,34,23,0,0,0,17,11,51,85,0.0823529411764706,0.0705882352941176,0.247058823529412,0,0,0,0.270588235294118,0.2,0.129411764705882,0,0,0
"356",11,0,0,0,11,20,42,16,0,0,0,18,9,43,85,0.129411764705882,0.129411764705882,0.235294117647059,0,0,0,0.188235294117647,0.211764705882353,0.105882352941176,0,0,0
"357",12,0,0,0,15,23,50,21,0,0,0,16,8,45,95,0.126315789473684,0.157894736842105,0.242105263157895,0,0,0,0.221052631578947,0.168421052631579,0.0842105263157895,0,0,0
"358",5,0,0,0,10,25,40,18,0,0,0,15,5,38,78,0.0641025641025641,0.128205128205128,0.320512820512821,0,0,0,0.230769230769231,0.192307692307692,0.0641025641025641,0,0,0
"359",4,0,0,0,6,8,18,18,0,0,0,20,18,56,74,0.0540540540540541,0.0810810810810811,0.108108108108108,0,0,0,0.243243243243243,0.27027027027027,0.243243243243243,0,0,0
"360",9,0,0,0,1,1,11,7,0,0,0,16,18,41,52,0.173076923076923,0.0192307692307692,0.0192307692307692,0,0,0,0.134615384615385,0.307692307692308,0.346153846153846,0,0,0
"361",3,0,0,0,0,1,4,0,0,0,0,25,25,50,54,0.0555555555555556,0,0.0185185185185185,0,0,0,0,0.462962962962963,0.462962962962963,0,0,0
"362",0,0,0,0,0,10,10,0,0,0,0,2,13,15,25,0,0,0.4,0,0,0,0,0.08,0.52,0,0,0
"363",0,0,0,0,0,10,10,0,0,0,0,0,2,2,12,0,0,0.833333333333333,0,0,0,0,0,0.166666666666667,0,0,0
"364",0,0,0,0,0,1,1,0,0,0,0,0,3,3,4,0,0,0.25,0,0,0,0,0,0.75,0,0,0
"365",0,0,0,0,0,1,1,0,0,0,0,0,6,6,7,0,0,0.142857142857143,0,0,0,0,0,0.857142857142857,0,0,0
"366",0,0,0,0,0,4,4,0,0,0,0,0,7,7,11,0,0,0.363636363636364,0,0,0,0,0,0.636363636363636,0,0,0
"367",5,0,0,0,5,6,16,1,0,0,0,0,8,9,25,0.2,0.2,0.24,0,0,0,0.04,0,0.32,0,0,0
"368",13,0,0,0,14,32,59,1,0,0,0,4,1,6,65,0.2,0.215384615384615,0.492307692307692,0,0,0,0.0153846153846154,0.0615384615384615,0.0153846153846154,0,0,0
"369",19,0,0,0,26,33,78,7,0,0,0,2,1,10,88,0.215909090909091,0.295454545454545,0.375,0,0,0,0.0795454545454545,0.0227272727272727,0.0113636363636364,0,0,0
"370",11,0,0,0,17,28,56,13,0,0,0,15,3,31,87,0.126436781609195,0.195402298850575,0.32183908045977,0,0,0,0.149425287356322,0.172413793103448,0.0344827586206897,0,0,0
"371",5,0,0,0,7,19,31,16,0,0,0,15,12,43,74,0.0675675675675676,0.0945945945945946,0.256756756756757,0,0,0,0.216216216216216,0.202702702702703,0.162162162162162,0,0,0
"372",13,0,0,0,9,21,43,18,0,0,0,16,10,44,87,0.149425287356322,0.103448275862069,0.241379310344828,0,0,0,0.206896551724138,0.183908045977011,0.114942528735632,0,0,0
"373",13,0,0,0,8,23,44,20,0,0,0,16,9,45,89,0.146067415730337,0.0898876404494382,0.258426966292135,0,0,0,0.224719101123595,0.179775280898876,0.101123595505618,0,0,0
"374",14,0,0,0,15,26,55,17,0,0,0,14,3,34,89,0.157303370786517,0.168539325842697,0.292134831460674,0,0,0,0.191011235955056,0.157303370786517,0.0337078651685393,0,0,0
"375",11,0,0,0,10,23,44,17,0,0,0,16,11,44,88,0.125,0.113636363636364,0.261363636363636,0,0,0,0.193181818181818,0.181818181818182,0.125,0,0,0
"376",12,0,0,0,9,12,33,19,0,0,0,17,10,46,79,0.151898734177215,0.113924050632911,0.151898734177215,0,0,0,0.240506329113924,0.215189873417722,0.126582278481013,0,0,0
"377",16,0,0,0,6,15,37,21,0,0,0,22,17,60,97,0.164948453608247,0.0618556701030928,0.154639175257732,0,0,0,0.216494845360825,0.22680412371134,0.175257731958763,0,0,0
"378",13,0,0,0,16,25,54,20,0,0,0,19,5,44,98,0.13265306122449,0.163265306122449,0.255102040816327,0,0,0,0.204081632653061,0.193877551020408,0.0510204081632653,0,0,0
"379",8,0,0,0,8,24,40,24,0,0,0,22,8,54,94,0.0851063829787234,0.0851063829787234,0.25531914893617,0,0,0,0.25531914893617,0.234042553191489,0.0851063829787234,0,0,0
"380",14,0,0,0,13,25,52,19,0,0,0,20,8,47,99,0.141414141414141,0.131313131313131,0.252525252525253,0,0,0,0.191919191919192,0.202020202020202,0.0808080808080808,0,0,0
"381",13,0,0,0,15,26,54,21,0,0,0,18,6,45,99,0.131313131313131,0.151515151515152,0.262626262626263,0,0,0,0.212121212121212,0.181818181818182,0.0606060606060606,0,0,0
"382",5,0,0,0,12,21,38,20,0,0,0,16,7,43,81,0.0617283950617284,0.148148148148148,0.259259259259259,0,0,0,0.246913580246914,0.197530864197531,0.0864197530864197,0,0,0
"383",6,0,0,0,6,12,24,21,0,0,0,21,13,55,79,0.0759493670886076,0.0759493670886076,0.151898734177215,0,0,0,0.265822784810127,0.265822784810127,0.164556962025316,0,0,0
"384",4,0,0,0,0,3,7,10,0,0,0,15,17,42,49,0.0816326530612245,0,0.0612244897959184,0,0,0,0.204081632653061,0.306122448979592,0.346938775510204,0,0,0
"385",0,0,0,0,2,3,5,0,0,0,0,23,19,42,47,0,0.0425531914893617,0.0638297872340425,0,0,0,0,0.48936170212766,0.404255319148936,0,0,0
"386",0,0,0,0,4,8,12,0,0,0,0,12,10,22,34,0,0.117647058823529,0.235294117647059,0,0,0,0,0.352941176470588,0.294117647058824,0,0,0
"387",0,0,0,0,4,0,4,0,0,0,0,4,0,4,8,0,0.5,0,0,0,0,0,0.5,0,0,0,0
"388",0,0,0,0,3,0,3,0,0,0,0,4,0,4,7,0,0.428571428571429,0,0,0,0,0,0.571428571428571,0,0,0,0
"389",0,0,0,0,2,0,2,0,0,0,0,5,0,5,7,0,0.285714285714286,0,0,0,0,0,0.714285714285714,0,0,0,0
"390",0,0,0,0,2,0,2,0,0,0,0,10,0,10,12,0,0.166666666666667,0,0,0,0,0,0.833333333333333,0,0,0,0
"391",4,0,0,0,6,11,21,2,0,0,0,3,2,7,28,0.142857142857143,0.214285714285714,0.392857142857143,0,0,0,0.0714285714285714,0.107142857142857,0.0714285714285714,0,0,0
"392",15,0,0,0,15,34,64,1,0,0,0,3,0,4,68,0.220588235294118,0.220588235294118,0.5,0,0,0,0.0147058823529412,0.0441176470588235,0,0,0,0
"393",17,0,0,0,23,29,69,8,0,0,0,6,1,15,84,0.202380952380952,0.273809523809524,0.345238095238095,0,0,0,0.0952380952380952,0.0714285714285714,0.0119047619047619,0,0,0
"394",17,0,0,0,15,29,61,14,0,0,0,17,1,32,93,0.182795698924731,0.161290322580645,0.311827956989247,0,0,0,0.150537634408602,0.182795698924731,0.010752688172043,0,0,0
"395",6,0,0,0,8,18,32,22,0,0,0,18,11,51,83,0.072289156626506,0.0963855421686747,0.216867469879518,0,0,0,0.265060240963855,0.216867469879518,0.132530120481928,0,0,0
"396",13,0,0,0,8,23,44,21,0,0,0,17,9,47,91,0.142857142857143,0.0879120879120879,0.252747252747253,0,0,0,0.230769230769231,0.186813186813187,0.0989010989010989,0,0,0
"397",15,0,0,0,10,24,49,18,0,0,0,16,8,42,91,0.164835164835165,0.10989010989011,0.263736263736264,0,0,0,0.197802197802198,0.175824175824176,0.0879120879120879,0,0,0
"398",14,0,0,0,11,16,41,18,0,0,0,15,12,45,86,0.162790697674419,0.127906976744186,0.186046511627907,0,0,0,0.209302325581395,0.174418604651163,0.13953488372093,0,0,0
"399",17,0,0,0,6,22,45,18,0,0,0,21,7,46,91,0.186813186813187,0.0659340659340659,0.241758241758242,0,0,0,0.197802197802198,0.230769230769231,0.0769230769230769,0,0,0
"400",13,0,0,0,14,18,45,20,0,0,0,18,12,50,95,0.136842105263158,0.147368421052632,0.189473684210526,0,0,0,0.210526315789474,0.189473684210526,0.126315789473684,0,0,0
"401",17,0,0,0,8,23,48,22,0,0,0,20,5,47,95,0.178947368421053,0.0842105263157895,0.242105263157895,0,0,0,0.231578947368421,0.210526315789474,0.0526315789473684,0,0,0
"402",10,0,0,0,11,24,45,16,0,0,0,17,6,39,84,0.119047619047619,0.130952380952381,0.285714285714286,0,0,0,0.19047619047619,0.202380952380952,0.0714285714285714,0,0,0
"403",12,0,0,0,8,19,39,20,0,0,0,20,13,53,92,0.130434782608696,0.0869565217391304,0.206521739130435,0,0,0,0.217391304347826,0.217391304347826,0.141304347826087,0,0,0
"404",13,0,0,0,6,23,42,17,0,0,0,15,10,42,84,0.154761904761905,0.0714285714285714,0.273809523809524,0,0,0,0.202380952380952,0.178571428571429,0.119047619047619,0,0,0
"405",0,25,8,10,0,0,43,2,2,13,16,4,0,37,80,0,0,0,0.125,0.1,0.3125,0.025,0.05,0,0.2,0.1625,0.025
