"","x01","x18l","x18r","x19","x36l","x36r","sum_dep","y01","y18l","y18r","y19","y36l","y36r","sum_arr","sum_per60","dep_prop_01","dep_prop_36l","dep_prop_36r","dep_prop_19","dep_prop_18r","dep_prop_18l","arr_prop_01","arr_prop_36l","arr_prop_36r","arr_prop_19","arr_prop_18r","arr_prop_18l"
"540",14,0,0,0,8,27,49,22,0,0,0,15,4,41,90,0.155555555555556,0.0888888888888889,0.3,0,0,0,0.244444444444444,0.166666666666667,0.0444444444444444,0,0,0
"541",9,0,0,0,8,26,43,23,0,0,0,23,1,47,90,0.1,0.0888888888888889,0.288888888888889,0,0,0,0.255555555555556,0.255555555555556,0.0111111111111111,0,0,0
"542",16,0,0,0,14,24,54,20,0,0,0,13,5,38,92,0.173913043478261,0.152173913043478,0.260869565217391,0,0,0,0.217391304347826,0.141304347826087,0.0543478260869565,0,0,0
"543",13,0,0,0,11,21,45,20,0,0,0,20,1,41,86,0.151162790697674,0.127906976744186,0.244186046511628,0,0,0,0.232558139534884,0.232558139534884,0.0116279069767442,0,0,0
"544",9,0,0,0,9,19,37,23,0,0,0,21,4,48,85,0.105882352941176,0.105882352941176,0.223529411764706,0,0,0,0.270588235294118,0.247058823529412,0.0470588235294118,0,0,0
"545",7,0,0,0,8,24,39,20,0,0,0,25,6,51,90,0.0777777777777778,0.0888888888888889,0.266666666666667,0,0,0,0.222222222222222,0.277777777777778,0.0666666666666667,0,0,0
"546",12,0,0,0,8,26,46,23,0,0,0,20,5,48,94,0.127659574468085,0.0851063829787234,0.276595744680851,0,0,0,0.24468085106383,0.212765957446809,0.0531914893617021,0,0,0
"547",11,0,0,0,11,25,47,22,0,0,0,20,5,47,94,0.117021276595745,0.117021276595745,0.265957446808511,0,0,0,0.234042553191489,0.212765957446809,0.0531914893617021,0,0,0
"548",11,0,0,0,11,21,43,21,0,0,0,16,12,49,92,0.119565217391304,0.119565217391304,0.228260869565217,0,0,0,0.228260869565217,0.173913043478261,0.130434782608696,0,0,0
"549",12,0,0,0,11,26,49,20,0,0,0,17,8,45,94,0.127659574468085,0.117021276595745,0.276595744680851,0,0,0,0.212765957446809,0.180851063829787,0.0851063829787234,0,0,0
"550",7,0,0,0,15,18,40,19,0,0,0,14,12,45,85,0.0823529411764706,0.176470588235294,0.211764705882353,0,0,0,0.223529411764706,0.164705882352941,0.141176470588235,0,0,0
"551",3,0,0,0,7,14,24,17,0,0,0,18,18,53,77,0.038961038961039,0.0909090909090909,0.181818181818182,0,0,0,0.220779220779221,0.233766233766234,0.233766233766234,0,0,0
"552",2,0,0,0,1,1,4,8,0,0,0,18,21,47,51,0.0392156862745098,0.0196078431372549,0.0196078431372549,0,0,0,0.156862745098039,0.352941176470588,0.411764705882353,0,0,0
"553",2,0,0,0,2,2,6,0,0,0,0,21,22,43,49,0.0408163265306122,0.0408163265306122,0.0408163265306122,0,0,0,0,0.428571428571429,0.448979591836735,0,0,0
"554",0,0,0,0,2,7,9,0,0,0,0,5,7,12,21,0,0.0952380952380952,0.333333333333333,0,0,0,0,0.238095238095238,0.333333333333333,0,0,0
"555",0,0,0,0,1,2,3,0,0,0,0,0,0,0,3,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0
"556",0,0,0,0,0,3,3,0,0,0,0,1,4,5,8,0,0,0.375,0,0,0,0,0.125,0.5,0,0,0
"557",0,3,0,0,0,0,3,0,4,1,0,0,0,5,8,0,0,0,0,0,0.375,0,0,0,0,0.125,0.5
"558",0,4,0,0,0,0,4,0,5,4,0,0,0,9,13,0,0,0,0,0,0.307692307692308,0,0,0,0,0.307692307692308,0.384615384615385
"559",0,7,4,4,0,0,15,0,6,2,0,0,0,8,23,0,0,0,0.173913043478261,0.173913043478261,0.304347826086957,0,0,0,0,0.0869565217391304,0.260869565217391
"560",0,29,9,17,0,0,55,0,4,4,0,0,0,8,63,0,0,0,0.26984126984127,0.142857142857143,0.46031746031746,0,0,0,0,0.0634920634920635,0.0634920634920635
"561",17,5,3,4,20,30,79,7,1,3,0,2,0,13,92,0.184782608695652,0.217391304347826,0.326086956521739,0.0434782608695652,0.0326086956521739,0.0543478260869565,0.0760869565217391,0.0217391304347826,0,0,0.0326086956521739,0.0108695652173913
"562",14,0,0,0,13,27,54,19,0,0,0,19,2,40,94,0.148936170212766,0.138297872340426,0.287234042553192,0,0,0,0.202127659574468,0.202127659574468,0.0212765957446809,0,0,0
"563",8,0,0,0,5,20,33,22,0,0,0,19,10,51,84,0.0952380952380952,0.0595238095238095,0.238095238095238,0,0,0,0.261904761904762,0.226190476190476,0.119047619047619,0,0,0
"564",14,0,0,0,11,26,51,22,0,0,0,20,4,46,97,0.144329896907216,0.11340206185567,0.268041237113402,0,0,0,0.22680412371134,0.206185567010309,0.0412371134020619,0,0,0
"565",14,0,0,0,9,23,46,23,0,0,0,19,0,42,88,0.159090909090909,0.102272727272727,0.261363636363636,0,0,0,0.261363636363636,0.215909090909091,0,0,0,0
"566",11,0,0,0,9,32,52,19,0,0,0,21,0,40,92,0.119565217391304,0.0978260869565217,0.347826086956522,0,0,0,0.206521739130435,0.228260869565217,0,0,0,0
"567",11,0,0,0,8,23,42,23,0,0,0,23,0,46,88,0.125,0.0909090909090909,0.261363636363636,0,0,0,0.261363636363636,0.261363636363636,0,0,0,0
"568",6,0,0,0,6,25,37,27,0,0,0,27,0,54,91,0.0659340659340659,0.0659340659340659,0.274725274725275,0,0,0,0.296703296703297,0.296703296703297,0,0,0,0
"569",6,0,0,0,8,32,46,24,0,0,0,25,0,49,95,0.0631578947368421,0.0842105263157895,0.336842105263158,0,0,0,0.252631578947368,0.263157894736842,0,0,0,0
"570",10,0,0,0,9,28,47,25,0,0,0,19,1,45,92,0.108695652173913,0.0978260869565217,0.304347826086957,0,0,0,0.271739130434783,0.206521739130435,0.0108695652173913,0,0,0
"571",15,0,0,0,11,25,51,18,0,0,0,19,6,43,94,0.159574468085106,0.117021276595745,0.265957446808511,0,0,0,0.191489361702128,0.202127659574468,0.0638297872340425,0,0,0
"572",7,0,0,0,6,26,39,24,0,0,0,25,3,52,91,0.0769230769230769,0.0659340659340659,0.285714285714286,0,0,0,0.263736263736264,0.274725274725275,0.032967032967033,0,0,0
"573",12,0,0,0,15,22,49,15,0,0,0,16,6,37,86,0.13953488372093,0.174418604651163,0.255813953488372,0,0,0,0.174418604651163,0.186046511627907,0.0697674418604651,0,0,0
"574",1,0,0,0,13,22,36,20,0,0,0,14,6,40,76,0.0131578947368421,0.171052631578947,0.289473684210526,0,0,0,0.263157894736842,0.184210526315789,0.0789473684210526,0,0,0
"575",3,0,0,0,3,8,14,24,0,0,0,21,7,52,66,0.0454545454545455,0.0454545454545455,0.121212121212121,0,0,0,0.363636363636364,0.318181818181818,0.106060606060606,0,0,0
"576",4,0,0,0,0,2,6,9,0,0,0,20,12,41,47,0.0851063829787234,0,0.0425531914893617,0,0,0,0.191489361702128,0.425531914893617,0.25531914893617,0,0,0
"577",4,0,0,0,0,3,7,0,0,0,0,19,20,39,46,0.0869565217391304,0,0.0652173913043478,0,0,0,0,0.41304347826087,0.434782608695652,0,0,0
"578",0,0,0,0,0,9,9,0,0,0,0,0,9,9,18,0,0,0.5,0,0,0,0,0,0.5,0,0,0
"579",0,0,0,0,0,6,6,0,0,0,0,0,3,3,9,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0
"580",0,0,0,0,0,5,5,0,0,0,0,1,2,3,8,0,0,0.625,0,0,0,0,0.125,0.25,0,0,0
"581",0,1,1,0,0,0,2,0,4,5,0,0,0,9,11,0,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0,0.454545454545455,0.363636363636364
"582",0,4,1,0,0,0,5,0,4,5,0,0,0,9,14,0,0,0,0,0.0714285714285714,0.285714285714286,0,0,0,0,0.357142857142857,0.285714285714286
"583",0,11,4,5,0,0,20,0,3,3,0,0,0,6,26,0,0,0,0.192307692307692,0.153846153846154,0.423076923076923,0,0,0,0,0.115384615384615,0.115384615384615
"584",7,14,9,7,5,10,52,0,7,2,0,1,0,10,62,0.112903225806452,0.0806451612903226,0.161290322580645,0.112903225806452,0.145161290322581,0.225806451612903,0,0.0161290322580645,0,0,0.032258064516129,0.112903225806452
"585",16,0,0,0,28,32,76,7,0,0,0,5,0,12,88,0.181818181818182,0.318181818181818,0.363636363636364,0,0,0,0.0795454545454545,0.0568181818181818,0,0,0,0
"586",18,0,0,0,10,28,56,17,0,0,0,17,1,35,91,0.197802197802198,0.10989010989011,0.307692307692308,0,0,0,0.186813186813187,0.186813186813187,0.010989010989011,0,0,0
"587",2,0,0,0,4,23,29,23,0,0,0,25,0,48,77,0.025974025974026,0.051948051948052,0.298701298701299,0,0,0,0.298701298701299,0.324675324675325,0,0,0,0
"588",10,0,0,0,9,21,40,19,0,0,0,19,2,40,80,0.125,0.1125,0.2625,0,0,0,0.2375,0.2375,0.025,0,0,0
"589",12,0,0,0,8,21,41,22,0,0,0,20,1,43,84,0.142857142857143,0.0952380952380952,0.25,0,0,0,0.261904761904762,0.238095238095238,0.0119047619047619,0,0,0
"590",9,0,0,0,10,29,48,23,0,0,0,21,0,44,92,0.0978260869565217,0.108695652173913,0.315217391304348,0,0,0,0.25,0.228260869565217,0,0,0,0
"591",9,0,0,0,7,32,48,22,0,0,0,18,2,42,90,0.1,0.0777777777777778,0.355555555555556,0,0,0,0.244444444444444,0.2,0.0222222222222222,0,0,0
"592",6,0,0,0,10,29,45,25,0,0,0,25,0,50,95,0.0631578947368421,0.105263157894737,0.305263157894737,0,0,0,0.263157894736842,0.263157894736842,0,0,0,0
"593",7,0,0,0,7,29,43,23,0,0,0,25,3,51,94,0.074468085106383,0.074468085106383,0.308510638297872,0,0,0,0.24468085106383,0.265957446808511,0.0319148936170213,0,0,0
"594",9,0,0,0,2,32,43,22,0,0,0,21,2,45,88,0.102272727272727,0.0227272727272727,0.363636363636364,0,0,0,0.25,0.238636363636364,0.0227272727272727,0,0,0
"595",6,0,0,0,7,34,47,26,0,0,0,22,1,49,96,0.0625,0.0729166666666667,0.354166666666667,0,0,0,0.270833333333333,0.229166666666667,0.0104166666666667,0,0,0
"596",3,0,0,0,4,31,38,24,0,0,0,27,0,51,89,0.0337078651685393,0.0449438202247191,0.348314606741573,0,0,0,0.269662921348315,0.303370786516854,0,0,0,0
"597",9,0,0,0,9,28,46,23,0,0,0,22,0,45,91,0.0989010989010989,0.0989010989010989,0.307692307692308,0,0,0,0.252747252747253,0.241758241758242,0,0,0,0
"598",2,0,0,0,9,27,38,22,0,0,0,17,1,40,78,0.0256410256410256,0.115384615384615,0.346153846153846,0,0,0,0.282051282051282,0.217948717948718,0.0128205128205128,0,0,0
"599",2,0,0,0,7,12,21,24,0,0,0,24,3,51,72,0.0277777777777778,0.0972222222222222,0.166666666666667,0,0,0,0.333333333333333,0.333333333333333,0.0416666666666667,0,0,0
"600",5,0,0,0,0,5,10,8,0,0,0,21,13,42,52,0.0961538461538462,0,0.0961538461538462,0,0,0,0.153846153846154,0.403846153846154,0.25,0,0,0
"601",5,0,0,0,4,3,12,0,0,0,0,22,22,44,56,0.0892857142857143,0.0714285714285714,0.0535714285714286,0,0,0,0,0.392857142857143,0.392857142857143,0,0,0
"602",0,0,0,0,3,6,9,0,0,0,0,6,8,14,23,0,0.130434782608696,0.260869565217391,0,0,0,0,0.260869565217391,0.347826086956522,0,0,0
"603",0,0,0,0,3,4,7,0,0,0,0,3,3,6,13,0,0.230769230769231,0.307692307692308,0,0,0,0,0.230769230769231,0.230769230769231,0,0,0
"604",0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,0,0,0,0,0,0.5,0.5,0,0,0
"605",0,0,0,0,2,3,5,0,0,0,0,2,3,5,10,0,0.2,0.3,0,0,0,0,0.2,0.3,0,0,0
"606",0,0,0,0,1,2,3,0,0,0,0,0,8,8,11,0,0.0909090909090909,0.181818181818182,0,0,0,0,0,0.727272727272727,0,0,0
"607",0,8,0,4,0,0,12,0,2,4,0,0,0,6,18,0,0,0,0.222222222222222,0,0.444444444444444,0,0,0,0,0.222222222222222,0.111111111111111
"608",16,2,0,0,13,31,62,3,0,1,0,2,0,6,68,0.235294117647059,0.191176470588235,0.455882352941176,0,0,0.0294117647058824,0.0441176470588235,0.0294117647058824,0,0,0.0147058823529412,0
"609",15,0,0,0,20,33,68,7,0,0,0,4,0,11,79,0.189873417721519,0.253164556962025,0.417721518987342,0,0,0,0.0886075949367089,0.0506329113924051,0,0,0,0
"610",16,0,0,0,12,27,55,19,0,0,0,16,0,35,90,0.177777777777778,0.133333333333333,0.3,0,0,0,0.211111111111111,0.177777777777778,0,0,0,0
"611",6,0,0,0,8,30,44,23,0,0,0,24,2,49,93,0.0645161290322581,0.0860215053763441,0.32258064516129,0,0,0,0.247311827956989,0.258064516129032,0.021505376344086,0,0,0
"612",7,0,0,0,9,27,43,23,0,0,0,22,2,47,90,0.0777777777777778,0.1,0.3,0,0,0,0.255555555555556,0.244444444444444,0.0222222222222222,0,0,0
"613",9,0,0,0,11,29,49,18,0,0,0,19,1,38,87,0.103448275862069,0.126436781609195,0.333333333333333,0,0,0,0.206896551724138,0.218390804597701,0.0114942528735632,0,0,0
"614",5,0,0,0,13,27,45,21,0,0,0,18,2,41,86,0.0581395348837209,0.151162790697674,0.313953488372093,0,0,0,0.244186046511628,0.209302325581395,0.0232558139534884,0,0,0
"615",8,0,0,0,5,26,39,20,0,0,0,18,3,41,80,0.1,0.0625,0.325,0,0,0,0.25,0.225,0.0375,0,0,0
"616",9,0,0,0,13,27,49,23,0,0,0,20,6,49,98,0.0918367346938776,0.13265306122449,0.275510204081633,0,0,0,0.23469387755102,0.204081632653061,0.0612244897959184,0,0,0
"617",5,0,0,0,3,25,33,24,0,0,0,24,3,51,84,0.0595238095238095,0.0357142857142857,0.297619047619048,0,0,0,0.285714285714286,0.285714285714286,0.0357142857142857,0,0,0
"618",7,0,0,0,10,23,40,23,0,0,0,21,5,49,89,0.0786516853932584,0.112359550561798,0.258426966292135,0,0,0,0.258426966292135,0.235955056179775,0.0561797752808989,0,0,0
"619",12,0,0,0,12,35,59,19,0,0,0,18,0,37,96,0.125,0.125,0.364583333333333,0,0,0,0.197916666666667,0.1875,0,0,0,0
"620",8,0,0,0,5,23,36,23,0,0,0,22,2,47,83,0.0963855421686747,0.0602409638554217,0.27710843373494,0,0,0,0.27710843373494,0.265060240963855,0.0240963855421687,0,0,0
"621",8,0,0,0,15,30,53,22,0,0,0,21,1,44,97,0.0824742268041237,0.154639175257732,0.309278350515464,0,0,0,0.22680412371134,0.216494845360825,0.0103092783505155,0,0,0
"622",6,0,0,0,7,22,35,20,0,0,0,18,1,39,74,0.0810810810810811,0.0945945945945946,0.297297297297297,0,0,0,0.27027027027027,0.243243243243243,0.0135135135135135,0,0,0
"623",1,0,0,0,5,14,20,21,0,0,0,23,2,46,66,0.0151515151515152,0.0757575757575758,0.212121212121212,0,0,0,0.318181818181818,0.348484848484849,0.0303030303030303,0,0,0
"624",3,0,0,0,0,2,5,13,0,0,0,19,7,39,44,0.0681818181818182,0,0.0454545454545455,0,0,0,0.295454545454545,0.431818181818182,0.159090909090909,0,0,0
"625",11,0,0,0,0,1,12,0,0,0,0,23,23,46,58,0.189655172413793,0,0.0172413793103448,0,0,0,0,0.396551724137931,0.396551724137931,0,0,0
"626",0,0,0,0,2,3,5,0,0,0,0,12,7,19,24,0,0.0833333333333333,0.125,0,0,0,0,0.5,0.291666666666667,0,0,0
"627",0,0,0,0,0,7,7,0,0,0,0,5,0,5,12,0,0,0.583333333333333,0,0,0,0,0.416666666666667,0,0,0,0
"628",0,0,0,0,0,4,4,0,0,0,0,3,0,3,7,0,0,0.571428571428571,0,0,0,0,0.428571428571429,0,0,0,0
"629",0,0,0,0,0,1,1,0,0,0,0,7,0,7,8,0,0,0.125,0,0,0,0,0.875,0,0,0,0
"630",0,0,0,0,1,7,8,0,0,0,0,3,1,4,12,0,0.0833333333333333,0.583333333333333,0,0,0,0,0.25,0.0833333333333333,0,0,0
"631",4,0,0,0,5,6,15,1,0,0,0,11,0,12,27,0.148148148148148,0.185185185185185,0.222222222222222,0,0,0,0.037037037037037,0.407407407407407,0,0,0,0
"632",17,0,0,0,21,29,67,3,0,0,0,3,1,7,74,0.22972972972973,0.283783783783784,0.391891891891892,0,0,0,0.0405405405405405,0.0405405405405405,0.0135135135135135,0,0,0
"633",15,0,0,0,27,28,70,8,0,0,0,4,0,12,82,0.182926829268293,0.329268292682927,0.341463414634146,0,0,0,0.0975609756097561,0.0487804878048781,0,0,0,0
"634",11,0,0,0,12,26,49,14,0,0,0,12,4,30,79,0.139240506329114,0.151898734177215,0.329113924050633,0,0,0,0.177215189873418,0.151898734177215,0.0506329113924051,0,0,0
"635",8,0,0,0,5,14,27,22,0,0,0,17,11,50,77,0.103896103896104,0.0649350649350649,0.181818181818182,0,0,0,0.285714285714286,0.220779220779221,0.142857142857143,0,0,0
"636",13,0,0,0,8,18,39,23,0,0,0,18,12,53,92,0.141304347826087,0.0869565217391304,0.195652173913043,0,0,0,0.25,0.195652173913043,0.130434782608696,0,0,0
"637",10,0,0,0,8,25,43,23,0,0,0,20,5,48,91,0.10989010989011,0.0879120879120879,0.274725274725275,0,0,0,0.252747252747253,0.21978021978022,0.0549450549450549,0,0,0
"638",14,0,0,0,15,25,54,19,0,0,0,18,6,43,97,0.144329896907216,0.154639175257732,0.257731958762887,0,0,0,0.195876288659794,0.185567010309278,0.0618556701030928,0,0,0
"639",17,0,0,0,9,24,50,18,0,0,0,18,8,44,94,0.180851063829787,0.0957446808510638,0.25531914893617,0,0,0,0.191489361702128,0.191489361702128,0.0851063829787234,0,0,0
"640",11,0,0,0,14,21,46,21,0,0,0,17,8,46,92,0.119565217391304,0.152173913043478,0.228260869565217,0,0,0,0.228260869565217,0.184782608695652,0.0869565217391304,0,0,0
"641",14,0,0,0,4,16,34,21,0,0,0,17,15,53,87,0.160919540229885,0.0459770114942529,0.183908045977011,0,0,0,0.241379310344828,0.195402298850575,0.172413793103448,0,0,0
"642",14,0,0,0,9,25,48,19,0,0,0,19,8,46,94,0.148936170212766,0.0957446808510638,0.265957446808511,0,0,0,0.202127659574468,0.202127659574468,0.0851063829787234,0,0,0
"643",9,0,0,0,8,26,43,24,0,0,0,14,6,44,87,0.103448275862069,0.0919540229885057,0.298850574712644,0,0,0,0.275862068965517,0.160919540229885,0.0689655172413793,0,0,0
"644",15,0,0,0,11,17,43,20,0,0,0,21,14,55,98,0.153061224489796,0.112244897959184,0.173469387755102,0,0,0,0.204081632653061,0.214285714285714,0.142857142857143,0,0,0
"645",12,0,0,0,14,24,50,18,0,0,0,18,9,45,95,0.126315789473684,0.147368421052632,0.252631578947368,0,0,0,0.189473684210526,0.189473684210526,0.0947368421052632,0,0,0
"646",7,0,0,0,14,26,47,20,0,0,0,13,6,39,86,0.0813953488372093,0.162790697674419,0.302325581395349,0,0,0,0.232558139534884,0.151162790697674,0.0697674418604651,0,0,0
"647",6,0,0,0,7,13,26,19,0,0,0,19,16,54,80,0.075,0.0875,0.1625,0,0,0,0.2375,0.2375,0.2,0,0,0
"648",9,0,0,0,1,1,11,9,0,0,0,17,18,44,55,0.163636363636364,0.0181818181818182,0.0181818181818182,0,0,0,0.163636363636364,0.309090909090909,0.327272727272727,0,0,0
"649",10,0,0,0,2,0,12,0,0,0,0,24,22,46,58,0.172413793103448,0.0344827586206897,0,0,0,0,0,0.413793103448276,0.379310344827586,0,0,0
"650",0,0,0,0,4,8,12,0,0,0,0,6,7,13,25,0,0.16,0.32,0,0,0,0,0.24,0.28,0,0,0
"651",0,0,0,0,2,4,6,0,0,0,0,4,2,6,12,0,0.166666666666667,0.333333333333333,0,0,0,0,0.333333333333333,0.166666666666667,0,0,0
"652",0,0,0,0,1,2,3,0,0,0,0,0,4,4,7,0,0.142857142857143,0.285714285714286,0,0,0,0,0,0.571428571428571,0,0,0
"653",0,0,0,0,1,3,4,1,0,0,0,2,5,8,12,0,0.0833333333333333,0.25,0,0,0,0.0833333333333333,0.166666666666667,0.416666666666667,0,0,0
"654",0,0,0,0,0,3,3,0,0,0,0,1,7,8,11,0,0,0.272727272727273,0,0,0,0,0.0909090909090909,0.636363636363636,0,0,0
"655",4,0,0,0,6,7,17,0,0,0,0,0,8,8,25,0.16,0.24,0.28,0,0,0,0,0,0.32,0,0,0
"656",16,0,0,0,14,29,59,0,0,0,0,3,1,4,63,0.253968253968254,0.222222222222222,0.46031746031746,0,0,0,0,0.0476190476190476,0.0158730158730159,0,0,0
"657",19,0,0,0,21,36,76,1,0,0,0,13,0,14,90,0.211111111111111,0.233333333333333,0.4,0,0,0,0.0111111111111111,0.144444444444444,0,0,0,0
"658",16,0,0,0,15,24,55,14,0,0,0,15,5,34,89,0.179775280898876,0.168539325842697,0.269662921348315,0,0,0,0.157303370786517,0.168539325842697,0.0561797752808989,0,0,0
"659",4,0,0,0,6,22,32,20,0,0,0,18,12,50,82,0.0487804878048781,0.0731707317073171,0.268292682926829,0,0,0,0.24390243902439,0.219512195121951,0.146341463414634,0,0,0
"660",11,0,0,0,8,27,46,20,0,0,0,14,9,43,89,0.123595505617978,0.0898876404494382,0.303370786516854,0,0,0,0.224719101123595,0.157303370786517,0.101123595505618,0,0,0
"661",12,0,0,0,9,25,46,20,0,0,0,17,7,44,90,0.133333333333333,0.1,0.277777777777778,0,0,0,0.222222222222222,0.188888888888889,0.0777777777777778,0,0,0
"662",14,0,0,0,12,25,51,19,0,0,0,18,4,41,92,0.152173913043478,0.130434782608696,0.271739130434783,0,0,0,0.206521739130435,0.195652173913043,0.0434782608695652,0,0,0
"663",13,0,0,0,6,29,48,21,0,0,0,22,3,46,94,0.138297872340426,0.0638297872340425,0.308510638297872,0,0,0,0.223404255319149,0.234042553191489,0.0319148936170213,0,0,0
"664",8,0,0,0,12,21,41,18,0,0,0,18,8,44,85,0.0941176470588235,0.141176470588235,0.247058823529412,0,0,0,0.211764705882353,0.211764705882353,0.0941176470588235,0,0,0
"665",8,0,0,0,6,25,39,25,0,0,0,24,4,53,92,0.0869565217391304,0.0652173913043478,0.271739130434783,0,0,0,0.271739130434783,0.260869565217391,0.0434782608695652,0,0,0
"666",10,0,0,0,14,27,51,25,0,0,0,15,5,45,96,0.104166666666667,0.145833333333333,0.28125,0,0,0,0.260416666666667,0.15625,0.0520833333333333,0,0,0
"667",7,0,0,0,7,26,40,24,0,0,0,20,6,50,90,0.0777777777777778,0.0777777777777778,0.288888888888889,0,0,0,0.266666666666667,0.222222222222222,0.0666666666666667,0,0,0
"668",10,0,0,0,9,27,46,19,0,0,0,20,3,42,88,0.113636363636364,0.102272727272727,0.306818181818182,0,0,0,0.215909090909091,0.227272727272727,0.0340909090909091,0,0,0
"669",9,0,0,0,9,24,42,23,0,0,0,21,8,52,94,0.0957446808510638,0.0957446808510638,0.25531914893617,0,0,0,0.24468085106383,0.223404255319149,0.0851063829787234,0,0,0
"670",9,0,0,0,16,23,48,19,0,0,0,14,7,40,88,0.102272727272727,0.181818181818182,0.261363636363636,0,0,0,0.215909090909091,0.159090909090909,0.0795454545454545,0,0,0
"671",5,0,0,0,7,17,29,21,0,0,0,21,12,54,83,0.0602409638554217,0.0843373493975904,0.204819277108434,0,0,0,0.253012048192771,0.253012048192771,0.144578313253012,0,0,0
"672",5,0,0,0,0,4,9,14,0,0,0,20,18,52,61,0.0819672131147541,0,0.0655737704918033,0,0,0,0.229508196721311,0.327868852459016,0.295081967213115,0,0,0
